student_id,project_id,project_title,domain,tech_stack,complexity,team_size,has_deployment,has_github,duration_weeks,year
S0055,P0114,Fake News Detection System,AI_ML,"Python,TensorFlow,Docker",Intermediate,2,True,True,12,2024
S0055,P0115,Retail Demand Forecasting,Data,"R,ggplot2,dplyr",Advanced,4+,False,True,12,2023
S0055,P0116,Sentiment Analysis on Product Reviews,AI_ML,"Python,Hugging Face,Transformers",Intermediate,2,False,False,4,2022
S0056,P0117,Library Management System,Web,"Angular,Spring Boot,MySQL",Basic,4+,False,False,5,2024
S0056,P0118,Motor Speed Controller,Embedded,"C++,STM32,FreeRTOS",Basic,2,False,False,4,2022
S0057,P0119,Object Detection with YOLO,AI_ML,"Python,TensorFlow,Docker",Basic,2,False,False,5,2024
S0058,P0120,Job Portal with Matching,Web,"Django,Bootstrap,PostgreSQL",Intermediate,1,False,True,10,2023
S0059,P0121,Air Quality Monitoring System,IoT,"NodeMCU,C,Blynk",Intermediate,2,False,False,6,2023
S0059,P0122,Smart Energy Meter,IoT,"Raspberry Pi,Python,MQTT",Basic,3,False,True,5,2025
S0060,P0123,Budget Planning Tool,Finance,"Python,NumPy,Matplotlib",Basic,2,False,True,6,2023
S0061,P0124,Food Delivery App,Web,"Django,Bootstrap,PostgreSQL",Intermediate,2,True,True,8,2025
S0061,P0125,Education Data Mining,Data,"Python,Pandas,Seaborn",Basic,1,False,False,2,2023
S0061,P0126,Social Media Analytics,Data,"Python,PySpark,Hadoop",Basic,2,False,False,2,2024
S0062,P0127,Industrial IoT Dashboard,IoT,"NodeMCU,C,Blynk",Basic,3,False,False,4,2025
S0062,P0128,Crime Data Visualization,Data,"Python,Pandas,Matplotlib",Basic,1,False,False,6,2025
S0064,P0129,Password Manager,Other,"Python,Flask,SQLite",Intermediate,2,False,False,5,2023
S0065,P0130,Industrial IoT Dashboard,IoT,"NodeMCU,C,Blynk",Intermediate,3,False,True,6,2025
S0066,P0131,QR Code Generator,Other,"Kotlin,Android Studio,Firebase",Advanced,4+,False,True,9,2022
S0067,P0132,Personal Finance Manager,Finance,"R,Shiny,quantmod",Intermediate,4+,False,False,4,2023
S0068,P0133,Music Player Application,Other,"PHP,Laravel,MySQL",Basic,2,False,False,6,2025
S0069,P0134,Drone Flight Controller,Embedded,"C++,STM32,FreeRTOS",Advanced,2,True,False,18,2025
S0069,P0135,Credit Risk Assessment,Finance,"Python,NumPy,Matplotlib",Basic,1,False,False,3,2025
S0069,P0136,Portfolio Website with CMS,Web,"Vue.js,Django,SQLite",Intermediate,2,False,False,4,2025
S0070,P0137,Social Media Dashboard,Web,"HTML,CSS,JavaScript",Basic,2,False,True,5,2025
S0071,P0138,Cryptocurrency Price Predictor,Finance,"Python,NumPy,Matplotlib",Intermediate,2,True,True,7,2024
S0071,P0139,Loan Default Prediction,Finance,"Excel,VBA,SQL",Advanced,4+,False,True,13,2023
S0071,P0140,AI-Powered Resume Screener,AI_ML,"Python,TensorFlow,Flask",Advanced,3,True,False,9,2024
S0071,P0141,Attendance Management System,Other,"Kotlin,Android Studio,Firebase",Intermediate,2,False,False,6,2024
S0072,P0142,Motor Speed Controller,Embedded,"C,PIC,Assembly",Basic,1,False,True,2,2023
S0072,P0143,Industrial IoT Dashboard,IoT,"Arduino,C++,Sensors",Basic,3,False,False,2,2025
S0073,P0144,Sales Forecasting Model,Data,"R,ggplot2,dplyr",Basic,3,False,True,3,2023
S0073,P0145,QR Code Generator,Other,"PHP,Laravel,MySQL",Advanced,4+,False,False,17,2023
S0074,P0146,Smart Home Automation System,IoT,"NodeMCU,C,Blynk",Basic,2,True,False,6,2024
S0074,P0147,Line Following Robot,Embedded,"Verilog,FPGA,ModelSim",Intermediate,2,False,False,6,2024
S0075,P0148,Budget Planning Tool,Finance,"Python,Dash,Plotly",Intermediate,3,False,False,4,2023
S0075,P0149,Air Quality Monitoring System,IoT,"Arduino,C++,Sensors",Intermediate,4+,True,False,4,2025
S0075,P0150,Industrial IoT Dashboard,IoT,"ESP32,MicroPython,ThingSpeak",Advanced,3,False,True,8,2023
S0076,P0151,Healthcare Cost Analysis,Data,"R,ggplot2,dplyr",Intermediate,3,False,False,9,2025
S0076,P0152,Autonomous Lane Detection,AI_ML,"Python,OpenCV,NumPy",Basic,2,False,False,6,2022
S0077,P0153,Social Media Dashboard,Web,"React,Express,PostgreSQL",Basic,2,False,True,3,2025
S0077,P0154,Smart Energy Meter,IoT,"ESP32,MicroPython,ThingSpeak",Basic,3,False,True,5,2023
S0077,P0155,Smart Home Automation System,IoT,"ESP32,MicroPython,ThingSpeak",Basic,4+,False,False,4,2024
S0077,P0156,Water Quality Sensor Network,IoT,"Arduino,C++,Sensors",Advanced,1,True,True,11,2022
S0078,P0157,Handwritten Digit Recognition,AI_ML,"Python,TensorFlow,Docker",Basic,4+,False,False,5,2024
S0078,P0158,Invoice Management System,Finance,"Python,NumPy,Matplotlib",Intermediate,3,False,True,10,2024
S0078,P0159,Smart Parking System,IoT,"Raspberry Pi,Python,MQTT",Advanced,4+,True,True,10,2025
S0078,P0160,Retail Demand Forecasting,Data,"Python,PySpark,Hadoop",Intermediate,3,True,True,9,2022
S0079,P0161,Loan Default Prediction,Finance,"R,Shiny,quantmod",Basic,3,False,False,5,2024
S0079,P0162,Sales Forecasting Model,Data,"Python,Pandas,Matplotlib",Basic,2,False,False,6,2023
S0079,P0163,Customer Segmentation Analysis,Data,"Python,SQL,Tableau",Intermediate,1,False,False,9,2023
S0080,P0164,Water Quality Sensor Network,IoT,"ESP32,MicroPython,ThingSpeak",Intermediate,3,False,False,11,2023
S0080,P0165,Budget Planning Tool,Finance,"Python,Dash,Plotly",Intermediate,2,False,False,5,2025
S0080,P0166,Personal Finance Manager,Finance,"R,Shiny,quantmod",Basic,2,False,True,2,2022
S0081,P0167,Password Manager,Other,"Kotlin,Android Studio,Firebase",Basic,3,False,True,3,2024
S0081,P0168,RFID-based Attendance System,Embedded,"C,Arduino,PCB Design",Advanced,3,False,False,15,2022
S0082,P0169,Traffic Light Controller,Embedded,"Verilog,FPGA,ModelSim",Intermediate,1,False,False,10,2024
S0082,P0170,Expense Tracker App,Web,"Angular,Spring Boot,MySQL",Basic,2,False,True,3,2024
S0083,P0171,Budget Planning Tool,Finance,"Python,Dash,Plotly",Basic,1,False,False,4,2023
S0083,P0172,Traffic Light Controller,Embedded,"C,ARM,RTOS",Basic,2,False,True,2,2023
S0083,P0173,Expense Tracker App,Web,"Django,Bootstrap,PostgreSQL",Advanced,4+,True,False,18,2023
S0083,P0174,Smart Parking System,IoT,"Arduino,Python,Firebase",Basic,3,False,False,4,2024
S0084,P0175,Budget Planning Tool,Finance,"R,Shiny,quantmod",Intermediate,2,False,True,11,2023
S0084,P0176,Speech Emotion Recognition,AI_ML,"Python,OpenCV,NumPy",Basic,3,False,False,5,2024
S0084,P0177,Industrial IoT Dashboard,IoT,"Arduino,C++,Sensors",Basic,3,False,False,5,2022
S0085,P0178,Smart Agriculture System,IoT,"Raspberry Pi,Python,MQTT",Advanced,2,True,True,8,2022
S0085,P0179,RFID-based Attendance System,Embedded,"Verilog,FPGA,ModelSim",Basic,2,False,False,6,2022
S0086,P0180,Digital Lock System,Embedded,"C++,STM32,FreeRTOS",Advanced,4+,True,True,19,2022
S0086,P0181,Autonomous Lane Detection,AI_ML,"Python,Hugging Face,Transformers",Advanced,2,False,True,12,2022
S0088,P0182,Handwritten Digit Recognition,AI_ML,"Python,PyTorch,FastAPI",Basic,3,False,False,3,2022
S0089,P0183,Cryptocurrency Price Predictor,Finance,"Python,NumPy,Matplotlib",Basic,2,False,False,2,2024
S0090,P0184,Expense Tracker App,Web,"Django,Bootstrap,PostgreSQL",Basic,3,True,False,2,2023
S0090,P0185,COVID-19 Data Analysis Dashboard,Data,"Python,Pandas,Seaborn",Basic,3,False,False,5,2023
S0091,P0186,Speech Emotion Recognition,AI_ML,"Python,OpenCV,NumPy",Intermediate,3,True,False,7,2025
S0092,P0187,Smart Energy Meter,IoT,"Raspberry Pi,Python,MQTT",Intermediate,2,True,False,4,2023
S0092,P0188,Smart Agriculture System,IoT,"Arduino,Python,Firebase",Basic,2,False,True,2,2023
S0093,P0189,Fake News Detection System,AI_ML,"Python,TensorFlow,Docker",Advanced,1,False,True,18,2024
S0094,P0190,Chatbot using NLP and Transformers,AI_ML,"Python,Keras,Streamlit",Intermediate,1,False,False,4,2025
S0094,P0191,Student Information System,Web,"React,Node.js,MongoDB",Basic,4+,False,False,4,2022
S0094,P0192,RFID-based Attendance System,Embedded,"C,Arduino,PCB Design",Basic,2,False,False,4,2024
S0095,P0193,Stock Market Trend Analysis,Data,"Python,PySpark,Hadoop",Intermediate,2,False,True,8,2022
S0096,P0194,Industrial IoT Dashboard,IoT,"ESP32,MicroPython,ThingSpeak",Intermediate,1,False,True,11,2024
S0096,P0195,Social Media Dashboard,Web,"Next.js,Prisma,PostgreSQL",Advanced,1,True,True,18,2025
S0097,P0196,Industrial IoT Dashboard,IoT,"Raspberry Pi,Python,MQTT",Intermediate,4+,True,True,7,2024
S0098,P0197,Online Learning Management System,Web,"Angular,Spring Boot,MySQL",Intermediate,2,False,True,4,2023
S0099,P0198,Drone Flight Controller,Embedded,"C,ARM,RTOS",Basic,3,False,False,2,2025
S0100,P0199,Smart Agriculture System,IoT,"Arduino,C++,Sensors",Basic,4+,False,False,4,2023
S0101,P0200,Booking System for Hotels,Web,"React,Firebase,Tailwind",Intermediate,2,True,True,5,2024
S0101,P0201,File Encryption Tool,Other,"PHP,Laravel,MySQL",Intermediate,3,True,True,6,2023
S0102,P0202,Weather Pattern Analysis,Data,"Python,SQL,Tableau",Intermediate,4+,False,True,4,2024
S0102,P0203,E-Commerce Platform,Web,"Next.js,Prisma,PostgreSQL",Advanced,2,True,True,19,2025
S0103,P0204,Inventory Management System,Other,"C#,.NET,SQL Server",Intermediate,4+,True,True,5,2024
S0103,P0205,Budget Planning Tool,Finance,"Python,Dash,Plotly",Advanced,4+,True,True,12,2023
S0104,P0206,Retail Demand Forecasting,Data,"Python,Databricks,Spark",Advanced,2,False,True,13,2024
S0104,P0207,Smart Home Automation System,IoT,"Raspberry Pi,Python,MQTT",Basic,4+,False,True,2,2022
S0104,P0208,Social Media Analytics,Data,"Python,PySpark,Hadoop",Intermediate,4+,False,True,9,2023
S0104,P0209,Event Management Platform,Web,"Vue.js,Django,SQLite",Intermediate,3,False,True,10,2023
S0105,P0210,Social Media Analytics,Data,"Python,Pandas,Seaborn",Advanced,4+,True,True,12,2023
S0105,P0211,Employee Attrition Analysis,Data,"Python,Power BI,Excel",Intermediate,4+,False,True,8,2025
S0105,P0212,Cryptocurrency Price Predictor,Finance,"Python,NumPy,Matplotlib",Intermediate,3,False,True,12,2025
S0106,P0213,Credit Risk Assessment,Finance,"R,Shiny,quantmod",Advanced,1,True,True,18,2024
S0106,P0214,Stock Portfolio Tracker,Finance,"Python,Dash,Plotly",Advanced,1,True,True,16,2025
S0107,P0215,Stock Portfolio Tracker,Finance,"Python,Dash,Plotly",Basic,3,False,False,2,2025
S0107,P0216,Stock Market Trend Analysis,Data,"SQL,Python,Airflow",Basic,4+,False,False,4,2025
S0108,P0217,Credit Risk Assessment,Finance,"R,Shiny,quantmod",Basic,1,False,False,5,2025
S0108,P0218,Budget Planning Tool,Finance,"Python,NumPy,Matplotlib",Intermediate,4+,False,False,8,2023
S0109,P0219,Attendance Management System,Other,"Kotlin,Android Studio,Firebase",Basic,3,False,False,3,2025
S0109,P0220,Social Media Dashboard,Web,"React,Firebase,Tailwind",Intermediate,2,False,False,7,2022
S0110,P0221,File Encryption Tool,Other,"C#,.NET,SQL Server",Advanced,1,True,True,14,2025
S0110,P0222,Industrial IoT Dashboard,IoT,"NodeMCU,C,Blynk",Intermediate,2,True,False,5,2022
S0111,P0223,Cryptocurrency Price Predictor,Finance,"Excel,VBA,SQL",Intermediate,2,False,True,6,2025
S0112,P0224,Smart Energy Meter,IoT,"Arduino,C++,Sensors",Advanced,1,False,True,18,2024
S0112,P0225,Customer Churn Prediction,AI_ML,"Python,Scikit-learn,Pandas",Intermediate,3,True,False,11,2023
S0113,P0226,Medical Image Segmentation,AI_ML,"Python,Keras,Streamlit",Advanced,4+,False,True,10,2025
S0113,P0227,Smart Parking System,IoT,"Arduino,Python,Firebase",Advanced,3,True,True,10,2025
S0113,P0228,File Encryption Tool,Other,"Python,Flask,SQLite",Intermediate,3,False,True,9,2023
S0114,P0229,Invoice Management System,Finance,"R,Shiny,quantmod",Basic,1,False,False,6,2023
S0114,P0230,Loan Default Prediction,Finance,"R,Shiny,quantmod",Basic,4+,False,False,3,2022
S0114,P0231,Travel Planner Application,Other,"C#,.NET,SQL Server",Intermediate,4+,False,False,4,2025
S0115,P0232,Portfolio Website with CMS,Web,"React,Node.js,MongoDB",Basic,3,False,False,3,2022
S0115,P0233,Chatbot using NLP and Transformers,AI_ML,"Python,Keras,Streamlit",Advanced,2,False,True,8,2025
S0116,P0234,Education Data Mining,Data,"Python,SQL,Tableau",Intermediate,2,False,True,12,2024
S0116,P0235,Line Following Robot,Embedded,"C++,STM32,FreeRTOS",Basic,1,False,False,3,2024
S0117,P0236,Social Media Analytics,Data,"R,ggplot2,dplyr",Advanced,3,True,True,12,2023
S0117,P0237,QR Code Generator,Other,"PHP,Laravel,MySQL",Basic,4+,False,True,4,2024
S0118,P0238,Motor Speed Controller,Embedded,"C,Arduino,PCB Design",Intermediate,3,False,True,12,2024
S0119,P0239,Water Quality Sensor Network,IoT,"NodeMCU,C,Blynk",Intermediate,3,False,True,8,2022
S0119,P0240,COVID-19 Data Analysis Dashboard,Data,"SQL,Python,Airflow",Basic,3,False,False,3,2023
S0120,P0241,COVID-19 Data Analysis Dashboard,Data,"R,ggplot2,dplyr",Intermediate,2,False,False,6,2025
S0121,P0242,Retail Demand Forecasting,Data,"Python,SQL,Tableau",Intermediate,2,False,False,8,2022
S0121,P0243,Medical Image Segmentation,AI_ML,"Python,PyTorch,FastAPI",Intermediate,4+,False,False,11,2023
S0121,P0244,Online Voting System,Web,"React,Node.js,MongoDB",Basic,2,False,False,2,2023
S0121,P0245,Stock Portfolio Tracker,Finance,"Python,NumPy,Matplotlib",Basic,2,True,False,3,2022
S0122,P0246,Personal Finance Manager,Finance,"Excel,VBA,SQL",Intermediate,3,True,True,6,2025
S0122,P0247,Credit Risk Assessment,Finance,"Python,Pandas,yfinance",Intermediate,2,True,True,8,2025
S0123,P0248,Invoice Management System,Finance,"Python,Pandas,yfinance",Intermediate,2,False,True,12,2024
S0123,P0249,Sign Language Recognition System,AI_ML,"Python,OpenCV,NumPy",Intermediate,3,True,False,4,2023
S0123,P0250,Air Quality Monitoring System,IoT,"Raspberry Pi,Python,MQTT",Intermediate,4+,True,True,12,2025
S0124,P0251,Travel Planner Application,Other,"Java,Spring,MySQL",Intermediate,1,False,False,7,2025
S0124,P0252,Fitness Tracking App,Other,"Python,Flask,SQLite",Basic,2,False,False,6,2022
S0125,P0253,File Encryption Tool,Other,"C#,.NET,SQL Server",Basic,3,False,False,2,2025
S0125,P0254,Event Management Platform,Web,"HTML,CSS,JavaScript",Basic,2,False,True,6,2024
S0125,P0255,Credit Risk Assessment,Finance,"Python,Dash,Plotly",Advanced,3,True,True,15,2025
S0126,P0256,Cryptocurrency Price Predictor,Finance,"Python,Dash,Plotly",Basic,2,False,False,3,2024
S0126,P0257,Student Information System,Web,"Next.js,Prisma,PostgreSQL",Basic,2,False,True,4,2023
S0127,P0258,Expense Tracker App,Web,"Vue.js,Django,SQLite",Advanced,2,True,False,8,2024
